# Story words added to the vocabulary list (tools/build_vocab_data.py, "From stories" units S1...).
#
# Every word here was met in a Kanji Trail story, had no curriculum entry, and was reviewed as worth
# studying: common in speech or writing (JMdict priority-tagged), not a name, not a grammar pattern, and
# not a spelling of an entry the list already teaches. Pinned to an exact JMdict entry (ent_seq) so a
# homograph cannot slip in: のぞく is 覗く "to peek", not 除く "to remove".
#
# Add a line when tools/check_story_vocab.py reports a story word that deserves a real entry (see
# story-writing-guide.md §5a). Columns, tab-separated: surface, reading, JMdict ent_seq, first story
# level it appeared at, English (for humans; the build takes meanings from JMdict).
次から次へと	つぎからつぎへと	2017030	L5	in succession; one after another
作り方	つくりかた	1297430	L5	style of building; construction; workmanship
作り直す	つくりなおす	1297370	L5	to remake; to rebuild
つなぐ	つなぐ	1251900	L5	to connect; to link together
つば	つば	1408410	L5	saliva; spit; spittle
つぶす	つぶす	1433820	L5	to smash; to crush; to flatten
つぼ	つぼ	1433870	L5	pot; jar; vase
積み上げる	つみあげる	1382940	L5	to pile up; to make a heap; to lay (e.g. bric
積み込む	つみこむ	1382890	L5	to load (with goods, cargo); to put on board;
詰める	つめる	1226510	L5	to stuff into; to jam; to cram
つらい	つらい	1365860	L5	painful; bitter; heart-breaking
釣る	つる	1434120	L5	to fish; to angle; to catch
連れ戻す	つれもどす	1559350	L5	to bring back
敵意	てきい	1437110	L5	hostility; animosity; enmity
手に入れる	てにいれる	1327230	L5	to obtain; to get; to procure
手を振る	てをふる	1896090	L5	to wave one's hand
店長	てんちょう	1440730	L5	shop manager
テント	てんと	1081040	L5	tent
出来上がる	できあがる	1340610	L5	to be completed; to be finished; to be ready 
では	では	1008450	L5	then; well; so
父さん	とうさん	1610490	L5	father; dad; papa
戸口	とぐち	1267000	L5	door; doorway
閉じこもる	とじこもる	1508570	L5	to seclude oneself; to shut oneself away
鳥居	とりい	1430280	L5	torii (Shinto shrine archway)
砦	とりで	1295240	L5	fort; fortress; stronghold
取り残す	とりのこす	1326740	L5	to leave behind
どういう	どういう	1008920	L5	what kind of; what sort of; what
洞窟	どうくつ	1453860	L5	cave; cavern; grotto
土器	どき	1445310	L5	earthenware
奴隷	どれい	1445650	L5	slave; servant
ドーム	どーむ	1087780	L5	dome
投げ入れる	なげいれる	1447060	L5	to throw into; to dump in together
投げ出す	なげだす	1447040	L5	to throw down; to throw out; to stretch out (
名乗る	なのる	1531650	L5	to give one's name (as); to introduce oneself
涙を流す	なみだをながす	1899300	L5	to shed tears
荷台	にだい	1195370	L5	(truck) load-carrying tray; (bicycle) luggage
煮る	にる	1322540	L5	to boil; to simmer; to stew
縫い目	ぬいめ	1599960	L5	seam; stitch; suture
抜く	ぬく	1478190	L5	to pull out; to draw out; to extract
抜ける	ぬける	1478200	L5	to come out; to fall out; to be omitted
農園	のうえん	1470610	L5	farm; plantation
逃す	のがす	1450430	L5	to miss (e.g. a chance); to lose; to let get 
のこぎり	のこぎり	1232930	L5	saw
飲ませる	のませる	1613430	L5	to make (someone) drink; to force to drink; t
飲み干す	のみほす	1169780	L5	to drink up; to drink to the last drop; to dr
のり	のり	1267400	L5	paste; glue
乗り込む	のりこむ	1354910	L5	to board (a train, plane, etc.); to get into 
のれん	のれん	1419890	L5	(short) curtain hung at shop entrance; split 
はぐれる	はぐれる	2801130	L5	to lose sight of (one's companions); to stray
運び込む	はこびこむ	1172640	L5	to carry in; to bring in
はさみ	はさみ	1573820	L5	scissors; shears; clippers
はしご	はしご	1436480	L5	ladder
走り回る	はしりまわる	1402430	L5	to run around
原っぱ	はらっぱ	1261150	L5	open field; empty lot; plain
腹を立てる	はらをたてる	1902600	L5	to take offense; to take offence; to get angr
半紙	はんし	1479360	L5	Japanese calligraphy paper (approx. 25cm by 3
バザール	ばざーる	1098360	L5	bazaar; bazar
バター	ばたー	1098620	L5	butter
パン屋	ぱんや	1103480	L5	bakery; baker
率いる	ひきいる	1551210	L5	to lead; to spearhead (a group); to command (
ひげ	ひげ	1601810	L5	moustache; mustache; beard
引っ込める	ひっこめる	1169400	L5	to draw in; to take in; to retract
筆跡	ひっせき	1487850	L5	handwriting
人影	ひとかげ	1580660	L5	figure of a person; figures of people
一つ一つ	ひとつひとつ	1160830	L5	one-by-one; separately; in detail
ひどい	ひどい	1602060	L5	cruel; heartless; hard
火鉢	ひばち	1194210	L5	brazier; hibachi
姫	ひめ	1602150	L5	young lady of noble birth; princess (esp. in 
ひも	ひも	1487970	L5	string; cord
ひらがな	ひらがな	1507090	L5	hiragana; cursive Japanese syllabary used pri
平たい	ひらたい	1506900	L5	flat; even; level
昼ごはん	ひるごはん	1602340	L5	lunch; midday meal
昼過ぎ	ひるすぎ	1426280	L5	just past noon; afternoon
ピストル	ぴすとる	1106660	L5	pistol
風車	ふうしゃ	1583710	L5	windmill; wind turbine
風鈴	ふうりん	1500090	L5	wind chime; wind bell
吹き飛ばす	ふきとばす	1370690	L5	to blow away; to blow off; to blow up
ふた	ふた	1204540	L5	cover; lid; cap
フック	ふっく	1110940	L5	hook
不動産屋	ふどうさんや	1494230	L5	real estate agent; realtor
船乗り	ふなのり	1624840	L5	sailor; seaman; mariner
増やす	ふやす	1602880	L5	to increase; to add to; to augment
振り向く	ふりむく	1361190	L5	to turn one's face; to turn around; to look o
古本屋	ふるほんや	1266170	L5	secondhand bookshop; secondhand bookstore; se
無事に	ぶじに	1530040	L5	safely; without incident; without mishap
平原	へいげん	1507260	L5	plain; moor; prairie
帆	ほ	1481240	L5	sail
ほこり	ほこり	1565750	L5	dust
ほとんど	ほとんど	1522050	L5	almost; nearly; mostly
ほどける	ほどける	1198920	L5	to come loose; to come untied; to come undone
掘り返す	ほりかえす	1603570	L5	to dig up; to turn up; to tear up
彫る	ほる	1427950	L5	to carve; to engrave; to sculpt
本調子	ほんちょうし	1523000	L5	one's normal condition; one's usual state
盆踊り	ぼんおどり	1523780	L5	Bon Festival dance; Lantern Festival dance
ポケット	ぽけっと	1124970	L5	pocket
ポスター	ぽすたー	1125110	L5	poster
前かけ	まえかけ	1392720	L5	apron (waist-down); waist apron
まず	まず	1387240	L5	first (of all); firstly; to begin with
間違いなく	まちがいなく	2748410	L5	clearly; unmistakably; certainly
町外れ	まちはずれ	1428760	L5	outskirts (of a town); edge (of a town); just
まっすぐ	まっすぐ	1580600	L5	straight (ahead); direct; upright
まねる	まねる	1363760	L5	to mimic; to imitate
魔法	まほう	1524230	L5	magic; witchcraft; sorcery
真水	まみず	1364020	L5	fresh water
間もなく	まもなく	1215290	L5	soon; shortly; before long
丸太	まるた	1216560	L5	log
マント	まんと	1130140	L5	mantle; cloak; manteau
見合わせる	みあわせる	1259570	L5	to exchange glances; to look at each other
見失う	みうしなう	1259640	L5	to lose sight of; to miss
磨く	みがく	1523940	L5	to polish; to shine; to burnish
右上	みぎうえ	1171140	L5	upper right
見知らぬ	みしらぬ	1259860	L5	strange; unfamiliar; unknown
店番	みせばん	1440790	L5	tending a store
乱す	みだす	1548930	L5	to throw into disorder; to disarrange; to dis
迎え入れる	むかえいれる	1253220	L5	to show in; to usher in
向こう岸	むこうぎし	1277150	L5	opposite bank; farther shore
息子さん	むすこさん	1404400	L5	son
恵み	めぐみ	1250470	L5	blessing; grace
メッセージ	めっせーじ	1133570	L5	message
メモ	めも	1133830	L5	note; memo; memorandum
申し出	もうしで	1362920	L5	proposal; offer; request
申し出る	もうしでる	1362930	L5	to offer; to propose; to suggest
モザイク	もざいく	1134820	L5	mosaic
持ち上げる	もちあげる	1315610	L5	to elevate; to raise; to lift up
持ち直す	もちなおす	1315670	L5	to recover; to rally; to improve
もちろん	もちろん	1535780	L5	of course; certainly; naturally
もらう	もらう	1535910	L5	to receive; to take; to accept
モンスーン	もんすーん	1136100	L5	monsoon
夜勤	やきん	1536650	L5	night duty; night shift; night work
山羊	やぎ	1303200	L5	goat
役に立たない	やくにたたない	1912970	L5	of no avail; useless
屋台	やたい	1182720	L5	cart (esp. a food cart); stall; stand
やっと	やっと	1012800	L5	at last; finally
破れる	やぶれる	1471210	L5	to get torn; to tear; to rip
山道	やまみち	1303090	L5	mountain road; mountain trail
夕立	ゆうだち	1542820	L5	(sudden, heavy) shower (on a summer afternoon
浴衣	ゆかた	1584990	L5	yukata; light cotton kimono worn in the summe
揺らす	ゆらす	1545640	L5	to rock; to shake; to swing
妖精	ようせい	1545330	L5	fairy; sprite; elf
横顔	よこがお	1180670	L5	profile; face in profile; face seen from the 
横たわる	よこたわる	1180590	L5	to lie down; to stretch out
読み聞かせる	よみきかせる	1688480	L5	to read aloud; to read to someone
よろしい	よろしい	1224880	L5	good; OK; all right
ラム	らむ	2842178	L5	rum
ランプ	らんぷ	1140360	L5	lamp; light
両目	りょうめ	1810450	L5	both eyes
料理人	りょうりにん	1644930	L5	cook; chef
ルビー	るびー	1144130	L5	ruby
ろうそく	ろうそく	1561240	L5	candle
和紙	わし	1562100	L5	washi; Japanese paper
ああ	ああ	1565440	L6	ah!; oh!; alas!
青白い	あおじろい	1381760	L6	pale; pallid
赤	あか	2013900	L6	red; crimson; scarlet
明かす	あかす	1532220	L6	to pass (the night); to spend
欺く	あざむく	1225420	L6	to deceive; to delude; to trick
温める	あたためる	1586440	L6	to warm (up); to heat (up)
宛名	あてな	1586520	L6	name and address (on an envelope, etc.); (add
危ない	あぶない	1218380	L6	dangerous; risky; hazardous
雨水	あまみず	1576440	L6	rain water
あまりに	あまりに	1543890	L6	too (much); overly; excessively
荒らす	あらす	1281480	L6	to lay waste; to devastate; to damage
歩き回る	あるきまわる	1514310	L6	to walk about; to walk around; to walk to and
荒れる	あれる	1281490	L6	to become stormy; to become rough (of the sea
杏	あんず	1586930	L6	apricot (Prunus armeniaca)
あんなに	あんなに	1981450	L6	to that extent; to that degree; so much
言い聞かせる	いいきかせる	1264280	L6	to tell; to (try to) persuade; to advise
生き返る	いきかえる	1378600	L6	to revive; to come to oneself; to be restored
行き先	いきさき	1281720	L6	destination
息を引き取る	いきをひきとる	2098620	L6	to die; to draw one's last breath; to breathe
いじめる	いじめる	1195140	L6	to ill-treat; to bully; to torment
一月	いちがつ	1162120	L6	January
一撃	いちげき	1162090	L6	one blow; one hit; one stroke
一族	いちぞく	1164440	L6	family; relatives; dependents
一列	いちれつ	1167430	L6	(a) row; line
一気に	いっきに	1161730	L6	in one go; in one gulp; in one breath
いつでも	いつでも	1577130	L6	always; all the time; at all times
いとこ	いとこ	1335290	L6	cousin (male)
営む	いとなむ	1173420	L6	to run (a business); to operate; to conduct
緯度	いど	1158490	L6	latitude
今でも	いまでも	1288920	L6	even now; still; as yet
インド	いんど	1023840	L6	India
打ち勝つ	うちかつ	1408680	L6	to conquer (e.g. an enemy); to defeat
うなり声	うなりごえ	2444800	L6	groan; moan
裏返し	うらがえし	1550620	L6	inside out; upside down
エンジン	えんじん	1030950	L6	engine
遠慮なく	えんりょなく	1178460	L6	without reservation; freely; frankly
追いかける	おいかける	1608720	L6	to chase; to run after; to pursue
追い払う	おいはらう	1432380	L6	to drive away; to clear; to scatter
老いる	おいる	1560990	L6	to age; to grow old
多く	おおく	1861770	L6	many; much; plenty
大粒	おおつぶ	1415180	L6	large drop (of rain, sweat, tears, etc.); lar
おかわり	おかわり	1612800	L6	another helping; second helping; seconds
奥様	おくさま	1179630	L6	wife; your wife; his wife
押し入れ	おしいれ	1589110	L6	closet (built into the wall, usu. with slidin
押し切る	おしきる	1180270	L6	to overcome (opposition); to push past; to fo
押しつぶす	おしつぶす	1180310	L6	to crush; to squash; to flatten
お互い	おたがい	1979930	L6	each other; one another
脅し	おどし	1630260	L6	threat
溺れる	おぼれる	1437560	L6	to struggle in the water; to sink below the s
思える	おもえる	1309440	L6	to seem; to appear likely
重荷	おもに	1579940	L6	heavy load; heavy luggage; heavy freight
およそ	およそ	1523450	L6	about; roughly; approximately
折れる	おれる	1385920	L6	to break; to be broken; to snap
オレンジ	おれんじ	1035860	L6	orange (fruit, colour)
恩師	おんし	1183160	L6	teacher (to whom one owes a debt of gratitude
海藻	かいそう	1201590	L6	seaweed
懐中時計	かいちゅうどけい	2846023	L6	pocket watch
飼い猫	かいねこ	1839870	L6	pet cat
解剖学	かいぼうがく	1199280	L6	anatomy
かかる	かかる	1207590	L6	to take (a resource, e.g. time or money)
書き込む	かきこむ	1343730	L6	to fill in (field, entry, etc.); to fill out 
鍵をかける	かぎをかける	1260500	L6	to lock (a door, etc.); to lock up
駆け寄る	かけよる	1244750	L6	to run up to; to rush over
飾り	かざり	1357160	L6	decoration; ornament; trimmings
舵	かじ	1408990	L6	rudder; helm
鍛冶屋	かじや	1704590	L6	smith; blacksmith
片っ端から	かたっぱしから	1511580	L6	absolutely every little bit; everything from 
片付け	かたづけ	1511780	L6	tidying up; finishing
傾き	かたむき	1249410	L6	slope; inclination; list
傾ける	かたむける	1249420	L6	to incline; to lean; to tip
片目	かため	1511830	L6	one eye; one of one's eyes
語り	かたり	1270930	L6	talk; recital
語り合う	かたりあう	1270960	L6	to talk together
勝手に	かってに	1346200	L6	arbitrarily; of its own accord; without askin
かつて	かつて	1581210	L6	once; before; formerly
金具	かなぐ	1242790	L6	metal fittings; metal fixtures
枯れ葉	かれは	1590730	L6	dead leaf; dry leaves
代わりに	かわりに	1590790	L6	instead of; in place of; as a substitute for
棺	かん	1955980	L6	coffin; casket
漢字	かんじ	1213170	L6	kanji; Chinese character
カーテン	かーてん	1036290	L6	curtain; curtains
崖	がけ	1204380	L6	cliff; precipice
聞き取る	ききとる	1505800	L6	to catch (someone's words); to make out; to f
傷つく	きずつく	1591240	L6	to be wounded; to get injured
木箱	きばこ	1534830	L6	wooden box; wooden crate
客間	きゃくま	1226710	L6	drawing room; parlor; parlour
キャラメル	きゃらめる	2480290	L6	caramel (soft candy)
吸血鬼	きゅうけつき	1228310	L6	vampire; bloodsucker
脅威	きょうい	1238090	L6	threat; menace
虚栄心	きょえいしん	1609670	L6	vanity
切り株	きりかぶ	1591790	L6	tree stump; stubble (rice, etc.)
切り出す	きりだす	1580950	L6	to quarry; to cut (timber); to cut and carry 
銀色	ぎんいろ	1243560	L6	silver (color, colour)
杭	くい	1279450	L6	stake; post; pile
鎖	くさり	1291730	L6	chain; chains
砕ける	くだける	1295190	L6	to break (into pieces); to be broken; to be s
くだらない	くだらない	1184360	L6	trivial; trifling; insignificant
首飾り	くびかざり	1329280	L6	necklace; choker
組み立てる	くみたてる	1397580	L6	to assemble; to put together; to set up
クリスマス	くりすます	1044830	L6	Christmas
経度	けいど	1251630	L6	longitude
削る	けずる	1298090	L6	to shave (wood, leather, etc.); to sharpen (e
嫌悪	けんお	1257280	L6	disgust; hate; repugnance
拳銃	けんじゅう	1257760	L6	pistol; handgun
木陰	こかげ	1534570	L6	shade of a tree; bower
故郷	こきょう	2853884	L6	hometown; birthplace; native place
こちら	こちら	1004500	L6	this way; this direction
小瓶	こびん	1348720	L6	small bottle
こもる	こもる	1593430	L6	to shut oneself in (e.g. one's room); to be c
これから	これから	1004790	L6	from now on; after this; in the future
頃	ころ	1579080	L6	(approximate) time; around; about
転げ落ちる	ころげおちる	1441030	L6	to fall off; to tumble down
こわばる	こわばる	1609790	L6	to stiffen; to become stiff; to harden
婚約者	こんやくしゃ	1638860	L6	fiance; fiancee
サイクロン	さいくろん	1055630	L6	cyclone
裁判官	さいばんかん	1296130	L6	judge
柵	さく	1298250	L6	fence; paling; railing
支え	ささえ	1310080	L6	support; stay; prop
挿絵	さしえ	1593750	L6	illustration (in a book, newspaper, etc.); pi
差し込む	さしこむ	1291170	L6	to insert; to put in; to thrust in
砂州	さす	1291560	L6	sandbar; sandbank; shoal
三月	さんがつ	1300250	L6	March
仕方がない	しかたがない	1305420	L6	there's no (other) way
しかも	しかも	1506050	L6	moreover; furthermore
叱る	しかる	1319580	L6	to scold; to chide; to rebuke
四月	しがつ	1307180	L6	April
沈める	しずめる	1431680	L6	to sink (e.g. a ship); to submerge
視線	しせん	1312060	L6	one's line of sight; one's gaze; one's eyes (
執事	しつじ	1319650	L6	steward; butler
忍び込む	しのびこむ	1467430	L6	to creep in; to steal in; to sneak in
しまう	しまう	1305380	L6	to finish; to stop; to end
絞める	しめる	1280820	L6	to strangle; to constrict
修道院	しゅうどういん	1332240	L6	monastery; convent; cloister
種族	しゅぞく	1328840	L6	race; tribe; ethnic group
使用人	しようにん	1306280	L6	employee; servant
仕業	しわざ	1304870	L6	deed (esp. negative); act; action
針路	しんろ	1366280	L6	course; direction
実験室	じっけんしつ	1320990	L6	laboratory
実際に	じっさいに	1321120	L6	actually; really; truly
慈悲	じひ	1315440	L6	mercy; compassion; clemency
砂利	じゃり	1291660	L6	gravel; ballast; pebbles
十字架	じゅうじか	1334650	L6	cross (for crucifixion); the Cross (of Christ
住人	じゅうにん	1334110	L6	dweller; inhabitant; resident
順番に	じゅんばんに	2704010	L6	in turns; in series; in order
末に	すえに	1525280	L6	finally; after; following
隙間	すきま	1253790	L6	gap; opening; aperture
筋書き	すじがき	1241790	L6	synopsis; plot; outline
すでに	すでに	1220310	L6	already
すまない	すまない	1610020	L6	inexcusable; unjustifiable; unpardonable
座り込む	すわりこむ	1291790	L6	to (enter and) sit down; to plop oneself down
聖水	せいすい	2115820	L6	holy water
聖なる	せいなる	2084380	L6	holy; sacred
背丈	せたけ	1472760	L6	stature; height
世話をする	せわをする	2253800	L6	to take care of
船室	せんしつ	1392000	L6	stateroom; cabin
扇子	せんす	1390730	L6	folding fan
全戸	ぜんこ	1395150	L6	all the houses (in an area); all the apartmen
全財産	ぜんざいさん	2101150	L6	everything one owns
前輪	ぜんりん	1581150	L6	front wheel
そうして	そうして	1612860	L6	and; like that
それ以来	それいらい	1007090	L6	since then; from that time; ever since
確かに	たしかに	1205770	L6	surely; certainly
たたむ	たたむ	1356780	L6	to fold (clothes, umbrella)
立ち尽くす	たちつくす	1852180	L6	to keep standing; to stand motionless
束ねる	たばねる	1581320	L6	to tie up in a bundle (e.g. straw, hair, bill
たび	たび	1445150	L6	time (three times, each time, etc.); times
旅	たび	1553120	L6	travel; trip; journey
試しに	ためしに	2826921	L6	as a test; as an experiment; by way of experi
ためらう	ためらう	1573390	L6	to hesitate; to waver
抱き上げる	だきあげる	1516380	L6	to hold up in one's arms
チェック	ちぇっく	1077550	L6	check (pattern); plaid
誓う	ちかう	1381210	L6	to swear; to vow; to take an oath
地平線	ちへいせん	1421440	L6	horizon (related to land)
地名	ちめい	1421500	L6	place name; toponym
挑発	ちょうはつ	1428260	L6	provocation; stirring up; arousal
塵	ちり	1369910	L6	dust
杖	つえ	1356620	L6	cane; walking stick; staff
使い方	つかいかた	1305950	L6	way of using (something); way to use; how to 
仕える	つかえる	1304760	L6	to serve; to work for; to attend
つかむ	つかむ	1433650	L6	to seize; to catch; to grasp
浸かる	つかる	1433670	L6	to be submerged; to be soaked
突き止める	つきとめる	1456670	L6	to determine (esp. a culprit or underlying ca
突き抜ける	つきぬける	1456820	L6	to pierce through; to break through
尽きる	つきる	1370070	L6	to be used up; to be run out; to be exhausted
作り変える	つくりかえる	1297360	L6	to remake; to remold; to remould
償う	つぐなう	1346020	L6	to make up for; to compensate for; to indemni
付け加える	つけくわえる	1495790	L6	to add (one thing to another); to add (a few 
都合がいい	つごうがいい	2264750	L6	convenient
つたう	つたう	1441850	L6	to move along; to go alongside; to walk along
包み	つつみ	1515340	L6	bundle; package; parcel
つながり	つながり	1251870	L6	connection; link; relationship
つぶやく	つぶやく	1565120	L6	to mutter; to murmur; to grumble
つまむ	つまむ	1598080	L6	to pinch; to hold (between one's fingers); to
詰まる	つまる	1226480	L6	to be packed (with); to be filled; to be full
手なずける	てなずける	1598380	L6	to tame
手に入る	てにはいる	1327220	L6	to obtain; to come into possession of; to get
出会い	であい	1338400	L6	meeting; rendezvous; encounter
出入り口	でいりぐち	1598540	L6	exit and entrance
出て行く	でていく	2200300	L6	to go out and away; to leave
とある	とある	2129760	L6	a certain ...
峠	とうげ	1454420	L6	(mountain) pass; highest point on a mountain 
とうとう	とうとう	1449890	L6	finally; at last; in the end
遠ざける	とおざける	1177840	L6	to keep away; to keep at a distance
通り抜ける	とおりぬける	1433010	L6	to go through; to pass through; to get throug
途切れる	とぎれる	1598690	L6	to break off; to come to an end; to be interr
解ける	とける	1198910	L6	to be solved; to be worked out
閉ざす	とざす	1508540	L6	to shut; to close; to fasten
跳び上がる	とびあがる	1429690	L6	to jump up; to leap up; to spring up
飛び込む	とびこむ	1598890	L6	to jump in; to leap in; to plunge into
捕らえる	とらえる	1598960	L6	to catch; to capture; to seize
トースト	とーすと	1084540	L6	toast
どうか	どうか	1632200	L6	please; if you would; would you mind
どうしても	どうしても	1466950	L6	by all means; at any cost; no matter what
同封	どうふう	1453340	L6	enclosing (e.g. with a letter)
どこか	どこか	1189000	L6	somewhere
どこにも	どこにも	2170870	L6	(not) anywhere; nowhere
仲間たち	なかまたち	2850713	L6	companions; friends; comrades
長い間	ながいあいだ	1429760	L6	long time; long interval; for quite some time
投げ落とす	なげおとす	1447090	L6	to throw down
投げ捨てる	なげすてる	1447030	L6	to throw away
投げつける	なげつける	1447350	L6	to throw at; to fling at; to hurl at
納屋	なや	1470020	L6	barn (for storage); shed; outbuilding
悩ます	なやます	1469840	L6	to afflict; to torment; to harass
並べる	ならべる	1508390	L6	to line up; to set up; to arrange in a line
憎しみ	にくしみ	1403400	L6	hatred
憎む	にくむ	1403440	L6	to hate; to detest
逃げ込む	にげこむ	1450370	L6	to take refuge in; to succeed in running away
逃げ道	にげみち	1612480	L6	way out; means to escape; escape route
日没	にちぼつ	1464450	L6	sunset
二倍	にばい	1462920	L6	double; twice (as much); twofold
ニンニク	にんにく	1599940	L6	garlic (Allium sativum)
拭う	ぬぐう	1357220	L6	to wipe; to mop up
沼	ぬま	1350010	L6	marsh; swamp; wetland
眠気	ねむけ	1529340	L6	sleepiness; drowsiness
根元	ねもと	2848281	L6	base (of a plant, tree, pillar, etc.); (part 
年賀状	ねんがじょう	1468250	L6	New Year's card
乗り継ぐ	のりつぐ	1354870	L6	to connect (with a different flight, train, e
廃墟	はいきょ	1472050	L6	ruins (of a building, town, etc.); remains
這う	はう	1474200	L6	to crawl; to creep; to go on all fours
はく	はく	1607260	L6	to put on (lower-body clothing, e.g. pants, s
伯爵	はくしゃく	1474260	L6	count; earl
運び出す	はこびだす	1172650	L6	to carry out (of somewhere); to transport; to
挟む	はさむ	1600740	L6	to hold between (e.g. one's fingers, chopstic
走り去る	はしりさる	1402440	L6	to run away; to run off
果てしない	はてしない	1192890	L6	endless; boundless; everlasting
はねる	はねる	1429620	L6	to jump; to leap; to prance
はまる	はまる	1601030	L6	to fit; to get into; to go into
帆船	はんせん	1583230	L6	sailing ship; sailing boat; sailing vessel
バスケット	ばすけっと	1098430	L6	basket
パンフレット	ぱんふれっと	1103450	L6	pamphlet; brochure; leaflet
被害者	ひがいしゃ	1484370	L6	victim; injured party; sufferer
引き裂く	ひきさく	1169210	L6	to tear up; to tear off; to rip up
引き延ばす	ひきのばす	1601770	L6	to stretch larger
引き寄せる	ひきよせる	1168870	L6	to draw (something) toward one; to pull towar
日ごとに	ひごとに	1464860	L6	day by day; every day; by the day
一人暮らし	ひとりぐらし	1613340	L6	living by oneself; living alone
独り言	ひとりごと	1455670	L6	soliloquy; monologue; speaking to oneself
一人ずつ	ひとりずつ	2836378	L6	one by one; one at a time; in turn
響く	ひびく	1238610	L6	to resound; to be heard far away
秘める	ひめる	1483980	L6	to hide; to keep to oneself
広間	ひろま	1633240	L6	hall; saloon; spacious room
火をつける	ひをつける	2202160	L6	to ignite; to set fire to
便箋	びんせん	1512640	L6	writing paper; stationery; notepaper
封	ふう	1499580	L6	seal
封じる	ふうじる	1980510	L6	to seal (e.g. a letter)
復讐	ふくしゅう	1500840	L6	revenge
膨らむ	ふくらむ	1519990	L6	to expand; to swell (out); to get big
伏せる	ふせる	1500220	L6	to lay (something) face down; to place upside
フランス語	ふらんすご	1111590	L6	French (language)
振り上げる	ふりあげる	1851690	L6	to raise (a sword, fist, etc.); to lift; to t
降り出す	ふりだす	1282770	L6	to begin to rain; to begin to snow
噴水	ふんすい	1504610	L6	water fountain
ぶつかる	ぶつかる	1011180	L6	to bump into; to run into; to collide with
ブリキ	ぶりき	1629420	L6	tin plate
別人	べつじん	1583920	L6	different person; another person; someone els
ベル	べる	1120010	L6	bell
ベール	べーる	1119330	L6	veil
ペンキ	ぺんき	1121390	L6	paint
報じる	ほうじる	1515650	L6	to report; to inform
誇らしい	ほこらしい	1267730	L6	proud; haughty; arrogant
ほどく	ほどく	1198900	L6	to undo; to untie; to unfasten
本棚	ほんだな	1522980	L6	bookshelves; bookshelf; bookcase
本土	ほんど	1627340	L6	mainland; the country proper
ボトル	ぼとる	1124170	L6	bottle
薪	まき	1365010	L6	piece(s) of firewood (esp. chopped or split f
混じる	まじる	1603930	L6	to be mixed; to be blended with; to be combin
まずい	まずい	1495000	L6	bad(-tasting); unpalatable; unsavoury
真っ青	まっさお	1604080	L6	deep blue; bright blue
マッチ	まっち	1128430	L6	match (for lighting a fire)
見上げる	みあげる	1259740	L6	to look up at; to raise one's eyes
見かける	みかける	1604430	L6	to (happen to) see; to notice; to catch sight
右上がり	みぎあがり	2237400	L6	rising diagonally up and to the right
水たまり	みずたまり	1371280	L6	puddle; pool of water
道端	みちばた	1454230	L6	roadside; wayside
身につける	みにつける	1980660	L6	to learn; to acquire knowledge
見回す	みまわす	1259400	L6	to look around; to survey
見回る	みまわる	1641610	L6	to make one's rounds; to patrol
見分ける	みわける	1260020	L6	to distinguish; to recognize; to recognise
結びつける	むすびつける	1254650	L6	to tie (to); to fasten; to attach
結び目	むすびめ	1254660	L6	knot
眼鏡	めがね	1577670	L6	glasses; eyeglasses; spectacles
申す	もうす	1363090	L6	to say; to be called
盲目	もうもく	1534340	L6	blindness
持ち帰る	もちかえる	1658430	L6	to take home; to carry home; to bring back ho
やかん	やかん	1605370	L6	kettle
役場	やくば	1538030	L6	town hall
痩せる	やせる	1605510	L6	to become thin; to lose weight; to slim
屋根裏	やねうら	1815850	L6	attic; loft
やめる	やめる	1310680	L6	to stop (an activity); to cease; to discontin
やり取り	やりとり	1012940	L6	giving and taking; exchange (of letters); arg
床下	ゆかした	1349420	L6	under the floor
歪む	ゆがむ	1585360	L6	to warp; to bend; to contort
輸血	ゆけつ	1538810	L6	blood transfusion
湯飲み	ゆのみ	1612130	L6	teacup
揺るがす	ゆるがす	1612140	L6	to shake; to swing; to sway
用心深い	ようじんぶかい	1546330	L6	careful; cautious; wary
予定どおり	よていどおり	1543290	L6	as planned; according to plan
呼び戻す	よびもどす	1266410	L6	to call (someone) back; to recall; to call ho
呼び鈴	よびりん	1266430	L6	bell (used for summoning or signalling); buzz
読み返す	よみかえす	1456320	L6	to reread; to read again
レンガ	れんが	1559090	L6	brick
老眼鏡	ろうがんきょう	1644540	L6	reading (farsighted) glasses; spectacles for 
六月	ろくがつ	1561330	L6	June
若返る	わかがえる	1324450	L6	to be rejuvenated; to feel young again
輪ゴム	わごむ	1555720	L6	rubber band; elastic band
わざと	わざと	1410760	L6	on purpose; deliberately; intentionally
わずか	わずか	1240750	L6	a little; a few; small
割れる	われる	1208020	L6	to break; to be smashed
ワンピース	わんぴーす	1149240	L6	dress
